Transaction_ID,User_ID,Order_Date,Product_Category,Revenue,Channel,Region
103889,1685,2025-03-06,SaaS Premium,464.94,Email Campaign,North America
103890,2851,2024-10-18,SaaS Premium,464.94,Organic Search,LATAM
103891,4435,2024-02-19,SaaS Premium,464.94,Email Campaign,APAC
103892,1187,2024-04-16,SaaS Basic,464.94,Organic Search,North America
103893,4640,2024-01-09,Consulting,464.94,Referral,LATAM
103894,4614,2025-11-30,SaaS Premium,464.94,Email Campaign,EMEA
103895,2619,2025-03-31,SaaS Premium,464.94,Direct,APAC
103896,2687,2024-11-18,SaaS Premium,464.94,Organic Search,EMEA
103897,1984,2024-11-04,SaaS Premium,464.94,Email Campaign,North America
103898,1547,2025-09-13,SaaS Basic,464.94,Email Campaign,APAC
103899,3772,2024-05-24,SaaS Premium,464.94,LinkedIn Ad,LATAM
103900,3973,2025-02-15,Consulting,464.94,LinkedIn Ad,North America
103901,2431,2024-04-23,Support Plan,464.94,Referral,LATAM
103902,1875,2025-07-28,Support Plan,464.94,Direct,APAC
103903,1617,2025-02-02,SaaS Premium,464.94,Direct,APAC
103904,3461,2024-10-01,SaaS Basic,464.94,Email Campaign,APAC
103905,2365,2024-05-03,Support Plan,464.94,Email Campaign,LATAM
103906,2243,2024-03-26,SaaS Premium,464.94,Email Campaign,APAC
103907,1902,2025-08-04,Support Plan,464.94,Organic Search,LATAM
103908,1162,2024-02-16,Support Plan,464.94,Referral,North America
103909,2974,2025-12-11,SaaS Premium,464.94,Referral,North America
103910,4291,2024-07-19,SaaS Basic,464.94,LinkedIn Ad,LATAM
103911,1269,2024-10-02,SaaS Premium,464.94,Email Campaign,LATAM
103912,1631,2025-07-02,SaaS Premium,,Email Campaign,LATAM
103913,1905,2025-12-15,Support Plan,464.94,Organic Search,EMEA
103914,4919,2024-05-09,Support Plan,464.94,Email Campaign,APAC
103915,4471,2025-03-23,Support Plan,464.94,Email Campaign,LATAM
103916,4253,2025-01-23,SaaS Premium,464.94,Referral,EMEA
103917,3014,2025-07-29,Support Plan,464.94,Email Campaign,EMEA
103918,2641,2024-09-19,Support Plan,464.94,Organic Search,EMEA
103919,4800,2025-09-23,Support Plan,464.94,Organic Search,LATAM
103920,1204,2024-10-04,Support Plan,464.94,Direct,North America
103921,1581,2025-12-14,SaaS Basic,464.94,Direct,EMEA
103922,2579,2024-02-15,SaaS Premium,464.94,LinkedIn Ad,APAC
103923,1840,2024-06-16,SaaS Premium,464.94,Organic Search,LATAM
103924,2836,2025-03-20,SaaS Premium,464.94,Organic Search,APAC
103925,2251,2025-09-13,SaaS Basic,464.94,Referral,APAC
103926,2719,2024-02-15,SaaS Premium,464.94,Direct,EMEA
103927,2642,2025-12-24,SaaS Basic,464.94,LinkedIn Ad,EMEA
103928,3643,2025-06-23,SaaS Premium,464.94,Referral,EMEA
103929,4921,2024-03-27,Support Plan,464.94,Referral,LATAM
103930,3297,2025-01-19,SaaS Premium,464.94,Direct,APAC
103931,1874,2025-10-30,SaaS Basic,464.94,Referral,North America
103932,2464,2024-09-21,SaaS Basic,464.94,Direct,EMEA
103933,4604,2024-01-22,SaaS Premium,464.94,Organic Search,North America
103934,3243,2025-12-03,SaaS Basic,464.94,Organic Search,EMEA
103935,1689,2025-03-25,SaaS Basic,464.94,Direct,LATAM
103936,3010,2024-08-19,SaaS Basic,464.94,Email Campaign,LATAM
103937,4590,2024-07-04,Support Plan,464.94,Email Campaign,North America
103938,4141,2024-11-21,SaaS Premium,464.94,LinkedIn Ad,APAC
103939,3686,2024-07-01,Support Plan,464.94,Email Campaign,APAC
103940,2422,2025-01-31,Support Plan,464.94,LinkedIn Ad,EMEA
103941,3001,2025-04-25,Support Plan,464.94,Direct,EMEA
103942,1671,2025-02-06,SaaS Premium,464.94,Direct,APAC
103943,4831,2025-04-07,SaaS Premium,464.94,Direct,North America
103944,4274,2025-02-20,SaaS Basic,464.94,LinkedIn Ad,North America
103945,2171,2024-07-20,SaaS Premium,464.94,Referral,APAC
103946,2495,2024-03-05,SaaS Premium,464.94,LinkedIn Ad,EMEA
103947,4726,2025-07-08,SaaS Premium,464.94,Referral,EMEA
103948,1943,2024-01-17,SaaS Basic,464.94,Organic Search,LATAM
103949,3246,2024-07-01,SaaS Premium,464.94,Organic Search,EMEA
103950,4988,2025-01-25,Support Plan,464.94,Referral,APAC
103951,2449,2024-02-13,SaaS Basic,464.94,Referral,EMEA
103952,4737,2025-11-30,SaaS Premium,464.94,Email Campaign,EMEA
103953,3539,2025-04-26,Support Plan,464.94,Referral,North America
103954,4959,2024-09-19,Support Plan,464.94,Referral,LATAM
103955,1895,2024-06-22,SaaS Premium,464.94,Direct,APAC
103956,3189,2025-03-16,SaaS Premium,464.94,LinkedIn Ad,EMEA
103957,2336,2025-07-19,SaaS Premium,464.94,Referral,APAC
103958,1164,2024-08-07,Support Plan,464.94,Direct,LATAM
103959,3361,2025-07-11,SaaS Premium,464.94,Referral,North America
103960,3068,2025-01-28,Consulting,464.94,Email Campaign,LATAM
103961,2105,2024-07-13,Consulting,464.94,Referral,APAC
103962,4652,2025-02-12,SaaS Basic,464.94,Referral,APAC
103963,4202,2025-04-15,SaaS Basic,464.94,Direct,North America
103964,4670,2024-12-12,SaaS Premium,464.94,Referral,APAC
103965,2753,2025-04-06,SaaS Premium,464.94,Direct,EMEA
103966,4031,2024-03-01,SaaS Premium,464.94,LinkedIn Ad,APAC
103967,3352,2024-06-14,SaaS Basic,464.94,Direct,EMEA
103968,2938,2025-11-02,Support Plan,464.94,LinkedIn Ad,LATAM
103969,1370,2024-05-30,Support Plan,464.94,Referral,North America
103970,2880,2024-04-20,SaaS Premium,464.94,LinkedIn Ad,EMEA
103971,1852,2025-05-02,SaaS Premium,464.94,Organic Search,EMEA
103972,1383,2025-07-02,Support Plan,464.94,Organic Search,North America
103973,2931,2024-01-03,Support Plan,464.94,Direct,EMEA
103974,3492,2025-04-27,SaaS Premium,464.94,Email Campaign,EMEA
103975,1424,2024-01-13,Consulting,464.94,Referral,APAC
103976,3208,2024-06-10,SaaS Premium,464.94,Organic Search,LATAM
103977,4249,2024-12-09,SaaS Premium,464.94,Email Campaign,LATAM
103978,1628,2025-03-24,SaaS Basic,464.94,Direct,EMEA
103979,4779,2024-11-27,Support Plan,464.94,LinkedIn Ad,North America
103980,1894,2024-09-20,SaaS Premium,464.94,Referral,APAC
103981,3537,2024-03-23,Consulting,464.94,LinkedIn Ad,APAC
103982,4064,2024-11-29,SaaS Basic,464.94,Referral,EMEA
103983,3374,2025-01-14,SaaS Basic,464.94,Organic Search,APAC
103984,1597,2024-08-06,SaaS Basic,464.94,Email Campaign,North America
103985,4062,2025-10-19,SaaS Premium,464.94,Direct,North America
103986,3336,2025-03-29,SaaS Premium,464.94,Referral,EMEA
103987,1592,2025-11-03,SaaS Basic,464.94,Organic Search,EMEA
103988,2687,2024-03-29,SaaS Basic,464.94,Direct,North America
103989,4644,2024-11-28,SaaS Premium,464.94,Referral,North America
103990,1572,2024-11-05,SaaS Basic,464.94,Organic Search,LATAM
103991,4425,2025-12-27,Consulting,464.94,Direct,North America
103992,3075,2025-02-23,SaaS Basic,464.94,LinkedIn Ad,APAC
103993,4001,2025-08-31,SaaS Basic,464.94,Email Campaign,LATAM
103994,3090,2025-12-25,Consulting,464.94,Email Campaign,LATAM
103995,2704,2024-12-19,SaaS Premium,464.94,LinkedIn Ad,EMEA
103996,3470,2024-04-09,SaaS Basic,464.94,Email Campaign,EMEA
103997,4669,2024-05-24,SaaS Premium,464.94,Email Campaign,North America
103998,1176,2024-01-10,SaaS Basic,464.94,Referral,North America
103999,1528,2024-02-13,SaaS Basic,464.94,Organic Search,EMEA
104000,2633,2025-01-20,SaaS Premium,464.94,LinkedIn Ad,APAC
104001,1965,2025-05-09,SaaS Premium,464.94,Organic Search,EMEA
104002,2517,2025-05-07,SaaS Premium,464.94,Email Campaign,EMEA
104003,1197,2024-06-17,SaaS Basic,464.94,Organic Search,LATAM
104004,3657,2025-10-03,SaaS Premium,464.94,Direct,EMEA
104005,4648,2025-06-14,SaaS Premium,464.94,LinkedIn Ad,LATAM
104006,3889,2024-12-01,Consulting,464.94,LinkedIn Ad,LATAM
104007,1852,2025-05-27,SaaS Premium,464.94,LinkedIn Ad,North America
104008,4588,2024-05-09,SaaS Premium,464.94,Referral,LATAM
104009,2537,2025-06-22,Support Plan,464.94,Organic Search,EMEA
104010,3069,2025-05-28,Support Plan,464.94,Organic Search,EMEA
104011,4183,2024-09-06,SaaS Premium,464.94,Referral,EMEA
104012,2080,2024-05-17,SaaS Basic,464.94,LinkedIn Ad,EMEA
104013,4137,2024-10-01,SaaS Basic,464.94,Referral,LATAM
104014,3889,2025-04-08,Support Plan,464.94,Referral,LATAM
104015,1097,2024-05-20,SaaS Basic,464.94,Email Campaign,APAC
104016,4215,2024-09-12,SaaS Basic,464.94,LinkedIn Ad,APAC
104017,2903,2025-03-31,Support Plan,,Direct,North America
104018,1434,2025-03-09,SaaS Premium,464.94,Email Campaign,EMEA
104019,1636,2025-08-29,SaaS Basic,464.94,LinkedIn Ad,North America
104020,4750,2024-06-21,SaaS Basic,464.94,LinkedIn Ad,LATAM
104021,4157,2025-04-17,Support Plan,464.94,LinkedIn Ad,LATAM
104022,1587,2025-02-26,Support Plan,464.94,Organic Search,EMEA
104023,1343,2025-03-14,SaaS Premium,464.94,LinkedIn Ad,North America
104024,2317,2024-02-26,SaaS Premium,464.94,LinkedIn Ad,LATAM
104025,2979,2025-05-12,SaaS Premium,464.94,Direct,LATAM
104026,1570,2025-09-05,SaaS Premium,464.94,LinkedIn Ad,LATAM
104027,4721,2024-06-17,SaaS Basic,464.94,Referral,EMEA
104028,1610,2025-08-04,SaaS Basic,464.94,LinkedIn Ad,APAC
104029,2727,2025-07-14,SaaS Basic,464.94,LinkedIn Ad,APAC
104030,3290,2025-03-03,SaaS Basic,464.94,LinkedIn Ad,LATAM
104031,2854,2025-02-22,SaaS Premium,464.94,Organic Search,EMEA
104032,3608,2024-12-12,SaaS Basic,464.94,Email Campaign,North America
104033,1959,2025-05-31,Support Plan,464.94,Organic Search,LATAM
104034,3079,2025-03-30,SaaS Basic,464.94,Direct,EMEA
104035,3438,2025-12-14,SaaS Premium,464.94,Direct,LATAM
104036,3324,2024-07-20,SaaS Premium,464.94,Referral,LATAM
104037,1531,2024-06-27,SaaS Premium,464.94,Referral,EMEA
104038,2177,2024-02-26,Consulting,464.94,Direct,EMEA
104039,3430,2025-11-28,SaaS Premium,464.94,Email Campaign,LATAM
104040,2091,2025-08-26,Support Plan,464.94,Email Campaign,APAC
104041,2901,2025-05-15,Support Plan,464.94,Direct,North America
104042,1883,2024-04-21,SaaS Basic,464.94,LinkedIn Ad,APAC
104043,3261,2024-05-27,SaaS Premium,464.94,Organic Search,EMEA
104044,2678,2025-12-15,SaaS Basic,464.94,Organic Search,North America
104045,3423,2025-01-12,Support Plan,464.94,LinkedIn Ad,North America
104046,3791,2024-12-13,SaaS Premium,464.94,Email Campaign,LATAM
104047,3260,2024-12-23,Support Plan,464.94,Organic Search,APAC
104048,3126,2024-02-25,SaaS Basic,464.94,Organic Search,EMEA
104049,2749,2024-11-11,SaaS Premium,464.94,Referral,EMEA
104050,3675,2024-07-03,SaaS Basic,464.94,Email Campaign,North America
104051,3651,2024-02-23,SaaS Premium,464.94,Direct,APAC
104052,1781,2024-02-06,SaaS Basic,464.94,Direct,APAC
104053,4994,2025-12-23,SaaS Basic,464.94,Internal Test,EMEA
104054,4452,2024-09-26,SaaS Premium,464.94,Organic Search,APAC
104055,4048,2025-05-22,SaaS Premium,464.94,Direct,North America
104056,3727,2024-08-15,SaaS Premium,464.94,LinkedIn Ad,EMEA
104057,3105,2025-03-03,SaaS Basic,464.94,Referral,LATAM
104058,4867,2025-12-23,SaaS Premium,464.94,Email Campaign,LATAM
104059,4097,2024-01-01,Consulting,464.94,Organic Search,North America
104060,1880,2024-01-23,SaaS Premium,464.94,Organic Search,APAC
104061,1446,2025-05-17,SaaS Premium,464.94,LinkedIn Ad,EMEA
104062,3113,2025-03-23,SaaS Premium,464.94,Organic Search,North America
104063,4992,2025-05-10,SaaS Premium,464.94,Internal Test,EMEA
104064,2783,2025-02-28,SaaS Premium,464.94,Direct,EMEA
104065,2277,2025-11-30,Support Plan,464.94,LinkedIn Ad,North America
104066,4970,2024-01-18,SaaS Basic,464.94,Email Campaign,LATAM
104067,2991,2025-03-20,Support Plan,464.94,Organic Search,EMEA
104068,2067,2025-07-14,SaaS Premium,464.94,Direct,EMEA
104069,4168,2025-07-12,Support Plan,464.94,Email Campaign,EMEA
104070,2577,2025-09-18,SaaS Basic,464.94,Direct,North America
104071,2011,2024-02-08,SaaS Basic,464.94,Direct,North America
104072,3274,2025-12-29,SaaS Premium,464.94,LinkedIn Ad,LATAM
104073,1773,2024-07-28,SaaS Premium,464.94,Organic Search,EMEA
104074,3726,2024-07-29,Support Plan,464.94,Referral,North America
104075,4507,2025-07-18,Consulting,464.94,Referral,EMEA
104076,2814,2024-10-07,SaaS Basic,,Referral,LATAM
104077,3648,2024-05-12,SaaS Premium,464.94,Email Campaign,APAC
104078,3426,2025-03-24,SaaS Premium,464.94,Referral,APAC
104079,2201,2024-09-20,Support Plan,464.94,Organic Search,APAC
104080,2450,2024-04-20,SaaS Basic,464.94,Referral,LATAM
104081,4986,2025-07-08,Consulting,464.94,Direct,North America
104082,3756,2024-08-25,SaaS Premium,464.94,Direct,EMEA
104083,1306,2025-04-01,Consulting,464.94,Direct,North America
104084,1778,2025-05-30,SaaS Premium,464.94,Referral,APAC
104085,3551,2024-06-21,SaaS Premium,464.94,Organic Search,APAC
104086,3315,2024-07-11,SaaS Basic,464.94,Organic Search,EMEA
104087,4657,2025-05-29,SaaS Basic,464.94,Referral,EMEA
104088,1007,2025-07-21,SaaS Premium,464.94,Organic Search,LATAM
104089,4991,2025-02-12,Consulting,,Internal Test,EMEA
104090,3555,2025-11-18,SaaS Basic,464.94,Organic Search,North America
104091,1475,2025-09-19,Support Plan,464.94,LinkedIn Ad,North America
104092,2320,2024-03-24,SaaS Premium,464.94,LinkedIn Ad,EMEA
104093,3211,2025-11-01,SaaS Premium,464.94,Organic Search,North America
104094,1484,2024-03-20,Support Plan,464.94,Direct,North America
104095,4668,2025-07-31,SaaS Basic,464.94,LinkedIn Ad,APAC
104096,4143,2024-07-27,SaaS Basic,464.94,Email Campaign,APAC
104097,3614,2025-06-05,SaaS Premium,464.94,Referral,EMEA
104098,1904,2024-07-17,Support Plan,464.94,Email Campaign,EMEA
104099,1558,2025-07-24,Consulting,464.94,Organic Search,EMEA
104100,4982,2024-08-21,Consulting,464.94,Organic Search,APAC
104101,2967,2024-08-31,Support Plan,464.94,Direct,North America
104102,3285,2025-01-27,SaaS Basic,464.94,LinkedIn Ad,LATAM
104103,2127,2025-07-19,SaaS Premium,464.94,LinkedIn Ad,North America
104104,2233,2025-03-21,SaaS Basic,464.94,Email Campaign,LATAM
104105,3601,2025-01-27,Consulting,464.94,LinkedIn Ad,APAC
104106,3875,2024-01-09,Consulting,464.94,Organic Search,LATAM
104107,1467,2025-09-04,SaaS Basic,464.94,Direct,EMEA
104108,4525,2025-12-15,SaaS Premium,464.94,Referral,EMEA
104109,4339,2024-06-01,Support Plan,464.94,Email Campaign,EMEA
104110,3433,2024-04-19,SaaS Basic,464.94,Email Campaign,EMEA
104111,3822,2024-09-22,SaaS Premium,464.94,Referral,North America
104112,1847,2025-01-07,SaaS Basic,464.94,Organic Search,EMEA
104113,3434,2024-05-31,Support Plan,,Email Campaign,LATAM
104114,3924,2025-08-17,SaaS Premium,464.94,LinkedIn Ad,APAC
104115,1258,2025-02-18,SaaS Premium,464.94,LinkedIn Ad,EMEA
104116,1282,2025-10-07,SaaS Premium,464.94,LinkedIn Ad,North America
104117,2649,2024-11-21,SaaS Premium,464.94,Direct,EMEA
104118,2898,2025-11-02,SaaS Premium,464.94,Referral,EMEA
104119,1039,2025-07-04,Support Plan,464.94,Organic Search,North America
104120,3533,2024-06-24,SaaS Premium,464.94,LinkedIn Ad,APAC
104121,3976,2025-06-08,Support Plan,,LinkedIn Ad,North America
104122,3267,2024-11-10,SaaS Premium,464.94,Direct,LATAM
104123,4200,2024-03-07,Support Plan,464.94,LinkedIn Ad,North America
104124,2014,2025-07-06,SaaS Premium,464.94,Direct,LATAM
104125,4071,2024-07-02,SaaS Basic,464.94,Referral,EMEA
104126,4591,2024-02-04,SaaS Premium,464.94,Email Campaign,North America
104127,1612,2025-05-19,SaaS Premium,464.94,LinkedIn Ad,EMEA
104128,3975,2024-03-16,SaaS Premium,464.94,LinkedIn Ad,North America
104129,2915,2025-04-16,SaaS Basic,464.94,Referral,LATAM
104130,1687,2025-08-04,SaaS Premium,464.94,Email Campaign,North America
104131,4690,2025-06-06,Support Plan,464.94,Direct,LATAM
104132,1612,2024-10-09,SaaS Premium,464.94,Email Campaign,EMEA
104133,3307,2025-06-19,SaaS Premium,464.94,LinkedIn Ad,North America
104134,4037,2024-09-30,SaaS Premium,464.94,Referral,North America
104135,4013,2025-06-22,SaaS Basic,464.94,Organic Search,EMEA
104136,3413,2024-02-23,SaaS Premium,464.94,Referral,North America
104137,2781,2024-02-24,SaaS Premium,464.94,Direct,LATAM
104138,2810,2024-10-03,SaaS Basic,464.94,Direct,North America
104139,3591,2025-03-18,SaaS Premium,464.94,LinkedIn Ad,EMEA
104140,3696,2025-02-21,Consulting,464.94,Referral,North America
104141,2547,2025-09-23,SaaS Premium,464.94,Organic Search,APAC
104142,2930,2024-08-12,SaaS Basic,464.94,Referral,North America
104143,3861,2025-07-23,Support Plan,464.94,Direct,North America
104144,4958,2024-09-11,SaaS Premium,464.94,Referral,North America
104145,4087,2024-06-24,SaaS Premium,464.94,LinkedIn Ad,EMEA
104146,2152,2025-07-19,Support Plan,464.94,Direct,EMEA
104147,1574,2024-05-25,SaaS Basic,464.94,Referral,LATAM
104148,4180,2025-10-25,SaaS Basic,464.94,Referral,APAC
104149,2910,2025-01-19,SaaS Basic,464.94,LinkedIn Ad,EMEA
104150,2012,2024-09-18,SaaS Premium,464.94,LinkedIn Ad,APAC
104151,4604,2025-06-14,Support Plan,464.94,Referral,North America
104152,1669,2025-01-05,Consulting,464.94,Organic Search,North America
104153,1268,2025-11-13,SaaS Basic,464.94,Direct,North America
104154,4233,2024-07-15,Support Plan,464.94,Referral,North America
104155,2283,2025-08-07,SaaS Basic,464.94,LinkedIn Ad,APAC
104156,1923,2025-08-19,SaaS Basic,464.94,Direct,LATAM
104157,2125,2024-10-10,Support Plan,464.94,LinkedIn Ad,APAC
104158,2529,2024-10-28,SaaS Premium,464.94,Direct,North America
104159,2758,2024-05-11,SaaS Premium,464.94,Referral,LATAM
104160,2594,2024-04-29,SaaS Premium,464.94,Email Campaign,LATAM
104161,1246,2025-12-28,Support Plan,464.94,Email Campaign,North America
104162,4711,2024-05-15,SaaS Basic,464.94,Direct,LATAM
104163,4866,2025-09-19,SaaS Premium,,LinkedIn Ad,EMEA
104164,4908,2025-07-26,SaaS Premium,464.94,LinkedIn Ad,North America
104165,2560,2025-06-12,SaaS Premium,464.94,LinkedIn Ad,LATAM
104166,3178,2024-02-03,SaaS Premium,464.94,Referral,APAC
104167,3400,2025-06-15,Support Plan,464.94,Direct,LATAM
104168,3243,2024-07-26,Consulting,464.94,Referral,APAC
104169,4864,2025-11-04,Support Plan,464.94,Email Campaign,EMEA
104170,2939,2024-10-25,SaaS Basic,464.94,Email Campaign,North America
104171,1929,2025-06-05,SaaS Basic,464.94,LinkedIn Ad,LATAM
104172,4737,2024-04-03,SaaS Basic,464.94,LinkedIn Ad,EMEA
104173,4453,2025-02-17,Support Plan,464.94,Direct,APAC
104174,4069,2025-01-05,Support Plan,464.94,Email Campaign,EMEA
104175,3692,2025-02-12,Support Plan,464.94,Direct,EMEA
104176,1226,2025-01-17,SaaS Basic,464.94,Email Campaign,APAC
104177,3748,2025-03-16,SaaS Premium,464.94,Organic Search,North America
104178,4547,2025-03-22,SaaS Basic,464.94,Direct,EMEA
104179,4548,2025-09-10,SaaS Premium,464.94,Organic Search,EMEA
104180,1264,2025-09-08,SaaS Premium,464.94,Referral,APAC
104181,2395,2024-03-11,SaaS Premium,464.94,Email Campaign,APAC
104182,4557,2024-03-24,SaaS Premium,464.94,Organic Search,EMEA
104183,2457,2024-07-27,SaaS Basic,464.94,Referral,LATAM
104184,1645,2024-09-15,SaaS Premium,464.94,Direct,APAC
104185,3258,2024-08-26,SaaS Basic,464.94,Organic Search,North America
104186,4643,2024-10-28,SaaS Premium,464.94,Organic Search,LATAM
104187,4448,2024-08-19,SaaS Basic,464.94,Referral,LATAM
104188,2418,2024-10-08,SaaS Basic,464.94,Organic Search,EMEA
104189,2473,2025-01-28,SaaS Premium,,Referral,North America
104190,3990,2025-02-21,Consulting,464.94,Email Campaign,LATAM
104191,2387,2024-07-24,SaaS Basic,464.94,Email Campaign,APAC
104192,2899,2024-09-20,SaaS Basic,464.94,Email Campaign,North America
104193,3504,2024-11-06,SaaS Basic,464.94,Organic Search,North America
104194,3772,2025-11-27,SaaS Basic,464.94,Organic Search,EMEA
104195,4799,2025-09-17,SaaS Premium,464.94,LinkedIn Ad,LATAM
104196,2249,2024-03-19,Consulting,464.94,LinkedIn Ad,APAC
104197,1981,2024-12-07,SaaS Basic,464.94,Referral,LATAM
104198,2154,2025-07-15,SaaS Premium,464.94,Organic Search,LATAM
104199,1587,2024-04-04,SaaS Basic,464.94,Referral,APAC
104200,1475,2024-12-16,SaaS Basic,464.94,Direct,LATAM
104201,2821,2024-03-02,SaaS Premium,464.94,Organic Search,North America
104202,1985,2024-05-21,Consulting,464.94,Direct,EMEA
104203,4348,2024-04-20,SaaS Basic,464.94,Organic Search,EMEA
104204,3203,2025-09-07,SaaS Premium,464.94,Email Campaign,North America
104205,4831,2025-06-10,SaaS Basic,464.94,Referral,LATAM
104206,2241,2025-11-01,SaaS Basic,464.94,LinkedIn Ad,LATAM
104207,1189,2024-06-05,SaaS Premium,464.94,Email Campaign,EMEA
104208,2440,2025-06-22,Support Plan,464.94,LinkedIn Ad,EMEA
104209,1980,2025-08-19,Support Plan,464.94,Organic Search,APAC
104210,2698,2024-01-09,Support Plan,464.94,Direct,APAC
104211,2715,2024-10-02,SaaS Premium,464.94,Direct,APAC
104212,3593,2024-08-14,Support Plan,464.94,Email Campaign,APAC
104213,1040,2024-07-04,Support Plan,464.94,LinkedIn Ad,EMEA
104214,3354,2025-08-13,Support Plan,464.94,Referral,LATAM
104215,1942,2024-08-03,Support Plan,464.94,Referral,North America
104216,1337,2025-03-08,SaaS Premium,464.94,Referral,EMEA
104217,2337,2025-07-22,SaaS Premium,464.94,LinkedIn Ad,North America
104218,2098,2025-10-17,SaaS Premium,464.94,Direct,North America
104219,4000,2024-12-21,SaaS Basic,464.94,Direct,LATAM
104220,3326,2025-01-26,Support Plan,464.94,Email Campaign,LATAM
104221,4247,2025-08-01,Consulting,464.94,LinkedIn Ad,North America
104222,1895,2024-10-01,Consulting,464.94,Organic Search,EMEA
104223,4733,2025-05-08,SaaS Premium,464.94,Organic Search,North America
104224,3320,2025-09-08,SaaS Premium,464.94,Referral,LATAM
104225,3884,2025-03-26,SaaS Premium,464.94,Direct,APAC
104226,3667,2025-02-23,SaaS Basic,464.94,Direct,LATAM
104227,2674,2025-11-30,Consulting,464.94,LinkedIn Ad,LATAM
104228,3909,2024-06-12,Support Plan,464.94,LinkedIn Ad,EMEA
104229,4854,2025-07-16,SaaS Basic,464.94,Email Campaign,North America
104230,4930,2025-09-29,Support Plan,464.94,LinkedIn Ad,North America
104231,1930,2025-08-14,SaaS Premium,464.94,Email Campaign,North America
104232,1288,2024-07-01,SaaS Basic,464.94,Referral,APAC
104233,1723,2024-11-05,SaaS Premium,464.94,Referral,APAC
104234,3940,2024-01-17,SaaS Premium,464.94,Direct,APAC
104235,3319,2025-03-21,Support Plan,464.94,Direct,APAC
104236,2953,2024-06-18,Support Plan,464.94,Direct,APAC
104237,2089,2024-10-06,SaaS Premium,464.94,Organic Search,LATAM
104238,1482,2024-12-05,SaaS Premium,464.94,Email Campaign,EMEA
104239,1935,2025-12-26,SaaS Premium,464.94,Referral,EMEA
104240,3295,2025-12-10,SaaS Premium,464.94,Email Campaign,LATAM
104241,1155,2025-06-02,SaaS Basic,464.94,Organic Search,APAC
104242,2070,2024-01-11,SaaS Basic,464.94,Organic Search,LATAM
104243,2958,2025-06-07,SaaS Basic,464.94,Referral,LATAM
104244,3501,2025-09-13,SaaS Premium,464.94,Referral,LATAM
104245,3248,2024-05-12,SaaS Premium,464.94,Direct,North America
104246,2683,2025-10-01,SaaS Premium,464.94,Organic Search,EMEA
104247,1123,2024-05-27,Consulting,464.94,Direct,LATAM
104248,3048,2025-07-19,Support Plan,464.94,Referral,APAC
104249,1967,2024-03-19,SaaS Premium,464.94,Organic Search,LATAM
104250,4830,2024-12-11,SaaS Premium,464.94,Organic Search,APAC
104251,1854,2025-08-31,SaaS Premium,464.94,LinkedIn Ad,APAC
104252,1639,2024-09-05,SaaS Premium,464.94,Organic Search,North America
104253,3238,2025-09-30,SaaS Premium,464.94,Direct,EMEA
104254,2602,2025-06-25,Support Plan,464.94,LinkedIn Ad,LATAM
104255,3563,2024-01-24,Support Plan,464.94,Organic Search,EMEA
104256,1441,2025-04-15,SaaS Premium,464.94,LinkedIn Ad,APAC
104257,2944,2024-07-19,SaaS Premium,464.94,Organic Search,LATAM
104258,2838,2024-05-10,SaaS Premium,464.94,Email Campaign,LATAM
104259,2829,2025-09-25,SaaS Premium,464.94,Direct,LATAM
104260,3190,2024-12-21,SaaS Basic,464.94,Direct,EMEA
104261,4262,2024-05-29,SaaS Basic,464.94,LinkedIn Ad,LATAM
104262,1532,2025-06-09,SaaS Basic,464.94,Email Campaign,North America
104263,3274,2024-10-30,Support Plan,464.94,LinkedIn Ad,North America
104264,2336,2025-06-24,SaaS Basic,464.94,LinkedIn Ad,EMEA
104265,4700,2024-02-19,SaaS Premium,464.94,Referral,LATAM
104266,1948,2025-04-08,SaaS Premium,464.94,LinkedIn Ad,North America
104267,4373,2024-08-27,SaaS Premium,464.94,Organic Search,LATAM
104268,4725,2025-04-26,SaaS Basic,464.94,Referral,APAC
104269,3019,2025-03-30,SaaS Basic,464.94,Referral,APAC
104270,1459,2024-10-09,Support Plan,464.94,LinkedIn Ad,LATAM
104271,4472,2024-11-30,Support Plan,464.94,Referral,LATAM
104272,1550,2024-12-17,Support Plan,464.94,Direct,LATAM
104273,1392,2025-10-29,SaaS Basic,464.94,Referral,APAC
104274,4938,2025-10-10,SaaS Basic,464.94,Referral,North America
104275,2787,2024-11-22,Consulting,464.94,Organic Search,APAC
104276,1844,2024-12-01,SaaS Premium,464.94,Direct,LATAM
104277,4278,2025-10-27,SaaS Premium,464.94,Referral,EMEA
104278,3257,2024-03-21,SaaS Premium,464.94,Organic Search,North America
104279,2138,2024-03-27,SaaS Basic,464.94,Direct,EMEA
104280,4808,2024-09-14,Support Plan,464.94,Referral,APAC
104281,1645,2024-07-03,SaaS Premium,464.94,LinkedIn Ad,North America
104282,4322,2025-11-22,Consulting,464.94,Referral,North America
104283,3266,2025-11-28,SaaS Basic,464.94,Direct,EMEA
104284,3454,2024-05-02,Support Plan,464.94,Referral,EMEA
104285,2466,2024-04-05,SaaS Basic,464.94,Direct,EMEA
104286,4674,2025-08-27,Support Plan,464.94,LinkedIn Ad,EMEA
104287,2377,2025-05-29,SaaS Premium,464.94,Referral,North America
104288,3935,2025-03-18,Support Plan,464.94,Direct,APAC
104289,3605,2025-05-28,SaaS Premium,464.94,Organic Search,EMEA
104290,3597,2025-01-05,SaaS Basic,464.94,Referral,LATAM
